id,date,price,adjusted_price,zip
3,Sep 2021,$383.5K,383500,24060
3,Aug 2021,$383.5K,383500,24060
3,Jul 2021,$382.8K,382800,24060
3,Jun 2021,$371.3K,371300,24060
3,May 2021,$348.7K,348700,24060
3,Apr 2021,$347.3K,347300,24060
3,Mar 2021,$327.4K,327400,24060
3,Feb 2021,$317.7K,317700,24060
3,Jan 2021,$312.4K,312400,24060
3,Dec 2020,$310K,310000,24060
3,Nov 2020,$312.4K,312400,24060
3,Oct 2020,$306K,306000,24060
3,Sep 2020,$307.1K,307100,24060
3,Aug 2020,$302.3K,302300,24060
3,Jul 2020,$296.5K,296500,24060
3,Jun 2020,$303.6K,303600,24060
3,May 2020,$305.5K,305500,24060
3,Apr 2020,$301.6K,301600,24060
3,Mar 2020,$300.5K,300500,24060
3,Feb 2020,$299.8K,299800,24060
3,Jan 2020,$299.6K,299600,24060
3,Dec 2019,$298.7K,298700,24060
3,Nov 2019,$298.3K,298300,24060
3,Oct 2019,$304K,304000,24060
3,Sep 2019,$302.8K,302800,24060
3,Aug 2019,$301.2K,301200,24060
3,Jul 2019,$298.9K,298900,24060
3,Jun 2019,$297.1K,297100,24060
3,May 2019,$296.2K,296200,24060
3,Apr 2019,$294.3K,294300,24060
3,Mar 2019,$292.6K,292600,24060
3,Feb 2019,$290.6K,290600,24060
3,Jan 2019,$288.2K,288200,24060
3,Dec 2018,$286.4K,286400,24060
3,Nov 2018,$284.8K,284800,24060
3,Oct 2018,$284.6K,284600,24060
3,Sep 2018,$283.4K,283400,24060
3,Aug 2018,$282.5K,282500,24060
3,Jul 2018,$281.9K,281900,24060
3,Jun 2018,$281.5K,281500,24060
3,May 2018,$280.6K,280600,24060
3,Apr 2018,$279.5K,279500,24060
3,Mar 2018,$278.4K,278400,24060
3,Feb 2018,$277.3K,277300,24060
3,Jan 2018,$276.4K,276400,24060
3,Dec 2017,$275.5K,275500,24060
3,Nov 2017,$274.6K,274600,24060
3,Oct 2017,$273.6K,273600,24060
3,Sep 2017,$272.5K,272500,24060
3,Aug 2017,$271.4K,271400,24060
3,Jul 2017,$270.3K,270300,24060
3,Jun 2017,$269.4K,269400,24060
3,May 2017,$268.6K,268600,24060
3,Apr 2017,$267.8K,267800,24060
3,Mar 2017,$255.2K,255200,24060
3,Feb 2017,$253.2K,253200,24060
3,Jan 2017,$253.2K,253200,24060
3,Dec 2016,$268.9K,268900,24060
3,Nov 2016,$266.3K,266300,24060
3,Oct 2016,$264.9K,264900,24060
3,Sep 2016,$266.5K,266500,24060
3,Aug 2016,$265.7K,265700,24060
3,Jul 2016,$271.6K,271600,24060
3,Jun 2016,$271.2K,271200,24060
3,May 2016,$270.5K,270500,24060
3,Apr 2016,$269.1K,269100,24060
3,Mar 2016,$268.4K,268400,24060
3,Feb 2016,$267K,267000,24060
3,Jan 2016,$263.9K,263900,24060
3,Dec 2015,$266.2K,266200,24060
3,Nov 2015,$266.2K,266200,24060
3,Oct 2015,$265.3K,265300,24060
3,Sep 2015,$265.2K,265200,24060
3,Aug 2015,$265.3K,265300,24060
3,Jul 2015,$260.6K,260600,24060
3,Jun 2015,$263.9K,263900,24060
3,May 2015,$265.5K,265500,24060
3,Apr 2015,$261.7K,261700,24060
3,Mar 2015,$259.8K,259800,24060
3,Feb 2015,$259.8K,259800,24060
3,Jan 2015,$257.2K,257200,24060
3,Dec 2014,$255.2K,255200,24060
3,Nov 2014,$251.3K,251300,24060
3,Oct 2014,$251.6K,251600,24060
3,Sep 2014,$246.9K,246900,24060
4,Sep 2024,$390.7K,390700,24060
4,Aug 2024,$415.9K,415900,24060
4,Jul 2024,$399.2K,399200,24060
4,Jun 2024,$402.3K,402300,24060
4,May 2024,$405.4K,405400,24060
4,Apr 2024,$401.3K,401300,24060
4,Mar 2024,$397.9K,397900,24060
4,Feb 2024,$391.8K,391800,24060
4,Jan 2024,$383.5K,383500,24060
4,Dec 2023,$382.9K,382900,24060
4,Nov 2023,$384K,384000,24060
4,Oct 2023,$387.5K,387500,24060
4,Sep 2023,$387.8K,387800,24060
4,Aug 2023,$387.7K,387700,24060
4,Jul 2023,$394.1K,394100,24060
4,Jun 2023,$397.9K,397900,24060
4,May 2023,$391.6K,391600,24060
4,Apr 2023,$384.7K,384700,24060
4,Mar 2023,$378.8K,378800,24060
4,Feb 2023,$370K,370000,24060
4,Jan 2023,$372.5K,372500,24060
4,Dec 2022,$379.4K,379400,24060
4,Nov 2022,$389.9K,389900,24060
4,Oct 2022,$405K,405000,24060
4,Sep 2022,$402.4K,402400,24060
4,Aug 2022,$400.4K,400400,24060
4,Jul 2022,$371.4K,371400,24060
4,Jun 2022,$370.3K,370300,24060
4,May 2022,$359.3K,359300,24060
4,Apr 2022,$359.7K,359700,24060
4,Mar 2022,$357.6K,357600,24060
4,Feb 2022,$354.7K,354700,24060
4,Jan 2022,$352.9K,352900,24060
4,Dec 2021,$351.3K,351300,24060
4,Nov 2021,$342.9K,342900,24060
4,Oct 2021,$341.9K,341900,24060
4,Sep 2021,$342.2K,342200,24060
4,Aug 2021,$334.1K,334100,24060
4,Jul 2021,$332.9K,332900,24060
4,Jun 2021,$295.9K,295900,24060
4,May 2021,$299.9K,299900,24060
4,Apr 2021,$299.9K,299900,24060
4,Mar 2021,$299.9K,299900,24060
4,Feb 2021,$280.7K,280700,24060
4,Jan 2021,$277.2K,277200,24060
4,Dec 2020,$276.2K,276200,24060
4,Nov 2020,$275.1K,275100,24060
4,Oct 2020,$270.6K,270600,24060
4,Sep 2020,$269.7K,269700,24060
4,Aug 2020,$268.8K,268800,24060
4,Jul 2020,$268.8K,268800,24060
4,Jun 2020,$267.9K,267900,24060
4,May 2020,$267K,267000,24060
4,Apr 2020,$265.6K,265600,24060
4,Mar 2020,$264.8K,264800,24060
4,Feb 2020,$264K,264000,24060
4,Jan 2020,$263.3K,263300,24060
4,Dec 2019,$262.5K,262500,24060
4,Nov 2019,$269K,269000,24060
4,Oct 2019,$269K,269000,24060
4,Sep 2019,$289.5K,289500,24060
4,Aug 2019,$289.5K,289500,24060
4,Jul 2019,$214.7K,214700,24060
4,Jun 2019,$216.2K,216200,24060
4,May 2019,$218.7K,218700,24060
4,Apr 2019,$215.3K,215300,24060
4,Mar 2019,$221.8K,221800,24060
4,Feb 2019,$214.7K,214700,24060
4,Jan 2019,$214K,214000,24060
4,Dec 2018,$212.9K,212900,24060
4,Nov 2018,$212.6K,212600,24060
4,Oct 2018,$207.2K,207200,24060
4,Sep 2018,$210.4K,210400,24060
4,Aug 2018,$212.4K,212400,24060
4,Jul 2018,$210.9K,210900,24060
4,Jun 2018,$208.4K,208400,24060
4,May 2018,$208.4K,208400,24060
4,Apr 2018,$206.9K,206900,24060
4,Mar 2018,$207.3K,207300,24060
4,Feb 2018,$209.7K,209700,24060
4,Jan 2018,$211.1K,211100,24060
4,Dec 2017,$207.1K,207100,24060
4,Nov 2017,$207.6K,207600,24060
4,Oct 2017,$206.3K,206300,24060
4,Sep 2017,$210.5K,210500,24060
4,Aug 2017,$207K,207000,24060
4,Jul 2017,$203.8K,203800,24060
4,Jun 2017,$208.2K,208200,24060
4,May 2017,$204.6K,204600,24060
4,Apr 2017,$194.6K,194600,24060
4,Mar 2017,$197.8K,197800,24060
4,Feb 2017,$197.8K,197800,24060
4,Jan 2017,$204.6K,204600,24060
4,Dec 2016,$196.9K,196900,24060
4,Nov 2016,$197.8K,197800,24060
4,Oct 2016,$202.4K,202400,24060
4,Sep 2016,$198K,198000,24060
4,Aug 2016,$201.7K,201700,24060
4,Jul 2016,$201K,201000,24060
4,Jun 2016,$193.5K,193500,24060
4,May 2016,$193.7K,193700,24060
4,Apr 2016,$195.8K,195800,24060
4,Mar 2016,$199.6K,199600,24060
4,Feb 2016,$193.3K,193300,24060
4,Jan 2016,$190.7K,190700,24060
4,Dec 2015,$193.2K,193200,24060
4,Nov 2015,$192.5K,192500,24060
4,Oct 2015,$194.1K,194100,24060
4,Sep 2015,$193.6K,193600,24060
4,Aug 2015,$194.8K,194800,24060
4,Jul 2015,$193.7K,193700,24060
4,Jun 2015,$189.7K,189700,24060
4,May 2015,$189.5K,189500,24060
4,Apr 2015,$205.8K,205800,24060
4,Mar 2015,$192K,192000,24060
4,Feb 2015,$193.9K,193900,24060
4,Jan 2015,$194K,194000,24060
4,Dec 2014,$188.2K,188200,24060
4,Nov 2014,$190.3K,190300,24060
4,Oct 2014,$188.7K,188700,24060
4,Sep 2014,$187.1K,187100,24060
5,Sep 2024,$413.6K,413600,24060
5,Aug 2024,$413.3K,413300,24060
5,Jul 2024,$453.2K,453200,24060
5,Jun 2024,$457.1K,457100,24060
5,May 2024,$464.9K,464900,24060
5,Apr 2024,$460K,460000,24060
5,Mar 2024,$454.3K,454300,24060
5,Feb 2024,$451.1K,451100,24060
5,Jan 2024,$437.4K,437400,24060
5,Dec 2023,$427.6K,427600,24060
5,Nov 2023,$432K,432000,24060
5,Oct 2023,$439.8K,439800,24060
5,Sep 2023,$442.8K,442800,24060
5,Aug 2023,$437.7K,437700,24060
5,Jul 2023,$447.1K,447100,24060
5,Jun 2023,$457K,457000,24060
5,May 2023,$431.3K,431300,24060
5,Apr 2023,$418.6K,418600,24060
5,Mar 2023,$411K,411000,24060
5,Feb 2023,$393.8K,393800,24060
5,Jan 2023,$389.3K,389300,24060
5,Dec 2022,$393.1K,393100,24060
5,Nov 2022,$403.4K,403400,24060
5,Oct 2022,$412K,412000,24060
5,Sep 2022,$413.8K,413800,24060
5,Aug 2022,$414.3K,414300,24060
5,Jul 2022,$419.9K,419900,24060
5,Jun 2022,$425.5K,425500,24060
5,May 2022,$425.2K,425200,24060
5,Apr 2022,$420K,420000,24060
5,Mar 2022,$412.9K,412900,24060
5,Feb 2022,$403.7K,403700,24060
5,Jan 2022,$397.3K,397300,24060
5,Dec 2021,$393.7K,393700,24060
5,Nov 2021,$392.5K,392500,24060
5,Oct 2021,$395.7K,395700,24060
5,Sep 2021,$396.5K,396500,24060
5,Aug 2021,$398.2K,398200,24060
5,Jul 2021,$399.5K,399500,24060
5,Jun 2021,$389.1K,389100,24060
5,May 2021,$366K,366000,24060
5,Apr 2021,$359.1K,359100,24060
5,Mar 2021,$337.9K,337900,24060
5,Feb 2021,$327K,327000,24060
5,Jan 2021,$332K,332000,24060
5,Dec 2020,$329.7K,329700,24060
5,Nov 2020,$328K,328000,24060
5,Oct 2020,$326.9K,326900,24060
5,Sep 2020,$301.1K,301100,24060
5,Aug 2020,$323.7K,323700,24060
5,Jul 2020,$330.4K,330400,24060
5,Jun 2020,$329.1K,329100,24060
5,May 2020,$334.5K,334500,24060
5,Apr 2020,$323.1K,323100,24060
5,Mar 2020,$320.4K,320400,24060
5,Feb 2020,$313.4K,313400,24060
5,Jan 2020,$315K,315000,24060
5,Dec 2019,$314.1K,314100,24060
5,Nov 2019,$307.9K,307900,24060
5,Oct 2019,$309.5K,309500,24060
5,Sep 2019,$319K,319000,24060
5,Aug 2019,$310.4K,310400,24060
5,Jul 2019,$313.4K,313400,24060
5,Jun 2019,$314.1K,314100,24060
5,May 2019,$313K,313000,24060
5,Apr 2019,$310.9K,310900,24060
5,Mar 2019,$308.9K,308900,24060
5,Feb 2019,$306.8K,306800,24060
5,Jan 2019,$304.9K,304900,24060
5,Dec 2018,$303.1K,303100,24060
5,Nov 2018,$301.4K,301400,24060
5,Oct 2018,$301.2K,301200,24060
5,Sep 2018,$300K,300000,24060
5,Aug 2018,$298.7K,298700,24060
5,Jul 2018,$298.2K,298200,24060
5,Jun 2018,$297.7K,297700,24060
5,May 2018,$297K,297000,24060
5,Apr 2018,$295.5K,295500,24060
5,Mar 2018,$294.7K,294700,24060
5,Feb 2018,$293.8K,293800,24060
5,Jan 2018,$292.6K,292600,24060
5,Dec 2017,$291.5K,291500,24060
5,Nov 2017,$290.3K,290300,24060
5,Oct 2017,$289.1K,289100,24060
5,Sep 2017,$288K,288000,24060
5,Aug 2017,$287K,287000,24060
5,Jul 2017,$286K,286000,24060
5,Jun 2017,$285.3K,285300,24060
5,May 2017,$284.4K,284400,24060
5,Apr 2017,$283.7K,283700,24060
5,Mar 2017,$282.9K,282900,24060
5,Feb 2017,$282.2K,282200,24060
5,Jan 2017,$281.3K,281300,24060
5,Dec 2016,$280.3K,280300,24060
5,Nov 2016,$279.5K,279500,24060
5,Oct 2016,$278.4K,278400,24060
5,Sep 2016,$277.6K,277600,24060
5,Aug 2016,$276.8K,276800,24060
5,Jul 2016,$276.1K,276100,24060
5,Jun 2016,$275.4K,275400,24060
5,May 2016,$270.2K,270200,24060
5,Apr 2016,$270.2K,270200,24060
5,Mar 2016,$273K,273000,24060
5,Feb 2016,$271.8K,271800,24060
5,Jan 2016,$275.9K,275900,24060
5,Dec 2015,$272.4K,272400,24060
5,Nov 2015,$269.8K,269800,24060
5,Oct 2015,$266.3K,266300,24060
5,Sep 2015,$267.4K,267400,24060
5,Aug 2015,$267.6K,267600,24060
5,Jul 2015,$264.3K,264300,24060
5,Jun 2015,$264K,264000,24060
5,May 2015,$266.2K,266200,24060
5,Apr 2015,$269.7K,269700,24060
5,Mar 2015,$272.1K,272100,24060
5,Feb 2015,$270.6K,270600,24060
5,Jan 2015,$270K,270000,24060
5,Dec 2014,$268.6K,268600,24060
5,Nov 2014,$265.2K,265200,24060
5,Oct 2014,$266K,266000,24060
5,Sep 2014,$256.1K,256100,24060
6,Sep 2024,$559.1K,559100,24060
6,Aug 2024,$560.9K,560900,24060
6,Jul 2024,$559.6K,559600,24060
6,Jun 2024,$485.7K,485700,24060
6,May 2024,$483.9K,483900,24060
6,Apr 2024,$449.1K,449100,24060
6,Mar 2024,$456.8K,456800,24060
6,Feb 2024,$460.8K,460800,24060
6,Jan 2024,$451K,451000,24060
6,Dec 2023,$444.6K,444600,24060
6,Nov 2023,$439.9K,439900,24060
6,Oct 2023,$449.2K,449200,24060
6,Sep 2023,$453.1K,453100,24060
6,Aug 2023,$451.6K,451600,24060
6,Jul 2023,$456.6K,456600,24060
6,Jun 2023,$459.5K,459500,24060
6,May 2023,$452.6K,452600,24060
6,Apr 2023,$442.9K,442900,24060
6,Mar 2023,$437.9K,437900,24060
6,Feb 2023,$422.7K,422700,24060
6,Jan 2023,$416.4K,416400,24060
6,Dec 2022,$421.3K,421300,24060
6,Nov 2022,$427K,427000,24060
6,Oct 2022,$431.6K,431600,24060
6,Sep 2022,$431.4K,431400,24060
6,Aug 2022,$429.5K,429500,24060
6,Jul 2022,$434.5K,434500,24060
6,Jun 2022,$435.4K,435400,24060
6,May 2022,$438.9K,438900,24060
6,Apr 2022,$433.2K,433200,24060
6,Mar 2022,$419.3K,419300,24060
6,Feb 2022,$407.2K,407200,24060
6,Jan 2022,$401.5K,401500,24060
6,Dec 2021,$399.7K,399700,24060
6,Nov 2021,$394.1K,394100,24060
6,Oct 2021,$395.8K,395800,24060
6,Sep 2021,$398.1K,398100,24060
6,Aug 2021,$401.4K,401400,24060
6,Jul 2021,$410.5K,410500,24060
6,Jun 2021,$395.6K,395600,24060
6,May 2021,$372.6K,372600,24060
6,Apr 2021,$368.4K,368400,24060
6,Mar 2021,$351.1K,351100,24060
6,Feb 2021,$306.1K,306100,24060
6,Jan 2021,$305.5K,305500,24060
6,Dec 2020,$297.4K,297400,24060
6,Nov 2020,$298.6K,298600,24060
6,Oct 2020,$289.2K,289200,24060
6,Sep 2020,$288K,288000,24060
6,Aug 2020,$305.9K,305900,24060
6,Jul 2020,$286.4K,286400,24060
6,Jun 2020,$284.6K,284600,24060
6,May 2020,$285K,285000,24060
6,Apr 2020,$283.7K,283700,24060
6,Mar 2020,$282.6K,282600,24060
6,Feb 2020,$281.4K,281400,24060
6,Jan 2020,$282.6K,282600,24060
6,Dec 2019,$280.2K,280200,24060
6,Nov 2019,$277.1K,277100,24060
6,Oct 2019,$291.7K,291700,24060
6,Sep 2019,$297.5K,297500,24060
6,Aug 2019,$294.7K,294700,24060
6,Jul 2019,$296.7K,296700,24060
6,Jun 2019,$293.4K,293400,24060
6,May 2019,$296.8K,296800,24060
6,Apr 2019,$322.7K,322700,24060
6,Mar 2019,$322.4K,322400,24060
6,Feb 2019,$320.4K,320400,24060
6,Jan 2019,$323.7K,323700,24060
6,Dec 2018,$317.1K,317100,24060
6,Nov 2018,$315.8K,315800,24060
6,Oct 2018,$317.3K,317300,24060
6,Sep 2018,$317.3K,317300,24060
6,Aug 2018,$314.5K,314500,24060
6,Jul 2018,$313.2K,313200,24060
6,Jun 2018,$312.8K,312800,24060
6,May 2018,$312.2K,312200,24060
6,Apr 2018,$309.3K,309300,24060
6,Mar 2018,$311.5K,311500,24060
6,Feb 2018,$309K,309000,24060
6,Jan 2018,$308.4K,308400,24060
6,Dec 2017,$310.9K,310900,24060
6,Nov 2017,$309K,309000,24060
6,Oct 2017,$304.8K,304800,24060
6,Sep 2017,$303.3K,303300,24060
6,Aug 2017,$306.4K,306400,24060
6,Jul 2017,$301.2K,301200,24060
6,Jun 2017,$299.9K,299900,24060
6,May 2017,$300.8K,300800,24060
6,Apr 2017,$304K,304000,24060
6,Mar 2017,$299.3K,299300,24060
6,Feb 2017,$296.5K,296500,24060
6,Jan 2017,$296.1K,296100,24060
6,Dec 2016,$298.6K,298600,24060
